Unnamed: 0,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit
898,Southern,Andhra Pradesh,Visakhapatnam,War Memorial,War Memorial,Unknown,2.2,4.6,500,Yes,,Historical,Yes,0.37,Night
899,Eastern,Bihar,Patna,Takhat Shri Harimandir Ji Patna Sahib,Gurudwara,Unknown,2.3,4.5,100,Yes,,Religious,Yes,0.1,All 
900,Northern,Rajasthan,Sawai Madhopur,Ranthambore National Park,Wildlife Sanctuary,1980,3.2,4.9,20,No,,Wildlife,Yes,0.1,Night
901,Western,Maharastra,Nagpur,Deekshabhoomi,Monument,2001,5.9,4.9,50,Yes,,Religious,Yes,0.55,All
902,Central,Uttar Pradesh,Vrindavan,Banke Bihari Temple,Temple,1864,3.6,4.9,100,Yes,,Religious,No,0.24,Afternoon
903,North Eastern,Nagaland,Dzükou Valley,Dzükou Valley,Valley,Unknown,1.2,4.7,20,No,,Trekking,Yes,0.1,Anytime
904,Northern,Himachal Pradesh,Narkanda,Hatu Peak,Viewpoint,Unknown,1.5,4.5,500,Yes,,Nature,Yes,1.18,Afternoon
905,Central,Madhya Pradesh,Bhopal,Madhya Pradesh Tribal Museum,Museum,2013,4.3,4.5,100,Yes,Monday,Cultural,Yes,0.12,All
906,Southern,Tamil Nadu,Mahabalipuram,Shore Temple,Temple,7th century,3.9,4.5,100,Yes,,Historical,No,0.19,All 
907,Eastern,West Bengal,Siliguri,Jaldapara National Park,Wildlife Sanctuary,1941,3.4,4.0,200,Yes,,Wildlife,Yes,0.1,All
908,Northern,Haryana,Gurugram,Ambience Mall,Mall,Unknown,2.4,4.6,0,Yes,,Shopping,Yes,0.88,Night
909,Central,Madhya Pradesh,Bhopal,Sanchi Stupa,Monument,-300,0.8,4.9,50,Yes,,Historical,Yes,0.53,Afternoon
910,Southern,Karnataka,Bengaluru,Orion Mall,Mall,2012,1.0,4.4,0,Yes,,Shopping,Yes,2.22,Anytime
911,Southern,Andhra Pradesh,Kadapa,Gandikota Fort,Fort,12th century,2.9,4.8,200,No,,Historical,Yes,0.1,Night
912,Southern,Tamil Nadu,Kodaikanal,Kodaikanal Lake,Lake,1863,4.7,3.7,100,No,,Recreational,Yes,0.1,All 
913,Southern,Goa,Goa,Miramar Beach,Beach,Unknown,2.6,4.1,500,Yes,,Scenic,Yes,0.33,Anytime
914,Eastern,West Bengal,Cooch Behar,Cooch Behar Palace,Palace,1887,2.9,4.3,500,Yes,Friday,Historical,Yes,0.53,Anytime
915,North Eastern,Nagaland,Dzükou Valley,Dzükou Valley,Valley,Unknown,5.3,4.5,100,No,,Trekking,Yes,0.1,Afternoon
916,Southern,Telangana,Hyderabad,Ramoji Film City,Film Studio,1996,3.0,4.6,200,Yes,,Entertainment,Yes,0.1,All
917,Northern,Rajasthan,Mount Abu,Dilwara Temples,Temple,1100,2.6,4.6,200,No,,Religious,No,0.1,All 
918,North Eastern,Meghalaya,Cherrapunji,Living Root Bridge,Natural Feature,Unknown,2.5,4.6,200,No,,Nature,Yes,0.52,All 
919,Eastern,West Bengal,Hooghly,Hangseswari Temple,Temple,1814,4.2,4.9,500,Yes,,Architectural,No,0.1,Evening
920,Northern,Uttarakhand,Mussoorie,Kempty Falls,Waterfall,Unknown,3.9,3.8,0,Yes,,Nature,Yes,0.63,Anytime
921,Northern,Jammu and Kashmir,Udhampur,Patnitop Height,Hill,Unknown,1.7,4.0,10,No,,Recreational,Yes,0.1,Night
922,Central,Madhya Pradesh,Ujjain,Mahakaleshwar Jyotirlinga,Temple,-3500,2.1,4.8,500,Yes,,Religious,No,1.09,Afternoon
923,Southern,Andhra Pradesh,Vijayawada,Kanaka Durga Temple,Temple,Unknown,1.6,4.8,20,Yes,,Religious,No,0.13,Morning
924,Southern,Karnataka,Bengaluru,Orion Mall,Mall,2012,2.8,4.6,200,Yes,,Shopping,Yes,1.87,Anytime
925,Western,Maharastra,Mumbai,Essel World,Amusement Park,1986,4.8,4.3,200,Yes,,Recreational,Yes,0.1,Afternoon
926,Southern,Kerala,Kovalam,Kovalam Beach,Beach,Unknown,2.9,4.5,500,Yes,,Recreational,Yes,0.65,Night
927,Northern,Rajasthan,Jaipur,City Palace,Palace,1727,1.2,4.4,0,Yes,,Historical,Yes,0.19,All 
928,Southern,Karnataka,Shivamogga,Jog Falls,Waterfall,1900,5.2,5.0,200,No,,Nature,Yes,0.14,All
929,Northern,Delhi,Delhi,India Gate,War Memorial,1921,2.6,4.5,500,Yes,,Historical,Yes,2.38,Afternoon
930,Southern,Telangana,Hyderabad,Qutb Shahi Tombs,Tombs,1600,1.5,4.7,100,Yes,,Historical,Yes,0.42,Anytime
931,Southern,Goa,Goa,Basilica of Bom Jesus,Church,1605,4.8,4.6,100,Yes,,Historical,Yes,0.42,Evening
932,Southern,Telangana,Hyderabad,Qutb Shahi Tombs,Tombs,1600,3.5,4.1,200,Yes,,Historical,Yes,0.63,Night
933,Northern,Rajasthan,Mount Abu,Dilwara Temples,Temple,1100,4.7,4.7,50,No,,Religious,No,0.1,All
934,Southern,Karnataka,Chikmagalur,Mullayanagiri,Mountain Peak,Unknown,5.6,4.6,20,No,,Nature,Yes,0.1,Night
935,Western,Maharastra,Mumbai,Sanjay Gandhi National Park,National Park,1996,5.1,4.0,500,Yes,Monday,Wildlife,Yes,0.72,All
936,Eastern,Bihar,Patna,Takhat Shri Harimandir Ji Patna Sahib,Gurudwara,Unknown,5.8,4.7,20,Yes,,Religious,Yes,0.3,All 
937,Central,Madhya Pradesh,Pachmarhi,Bee Falls,Waterfall,Unknown,1.9,4.5,50,No,,Nature,Yes,0.48,Afternoon
938,Northern,Himachal Pradesh,Barot,Barot Valley,Valley,Unknown,5.7,4.6,100,No,,Nature,Yes,1.28,Night
939,Southern,Tamil Nadu,Kodaikanal,Kodaikanal Lake,Lake,1863,3.6,3.9,20,No,,Recreational,Yes,0.1,All
940,Southern,Telangana,Hyderabad,Lumbini Park,Park,1994,5.4,4.2,500,Yes,,Recreational,Yes,1.18,Morning
941,Central,Madhya Pradesh,Bhopal,Madhya Pradesh Tribal Museum,Museum,2013,3.8,4.4,100,Yes,Monday,Cultural,Yes,0.1,All 
942,Southern,Goa,Goa,Anjuna Beach,Beach,Unknown,2.4,4.5,200,Yes,,Scenic,Yes,0.19,All
943,Southern,Tamil Nadu,Coimbatore,Marudamalai Temple,Temple,12th century,5.0,4.6,100,Yes,,Religious,No,0.56,Evening
944,Central,Uttar Pradesh,Lucknow,Phoenix Palassio,Mall,2020,1.7,4.7,50,Yes,,Shopping,Yes,0.54,All
945,Eastern,Sikkim,Ravangla,Buddha Park,Park,213,0.7,4.9,200,Yes,,Cultural,Yes,0.11,Afternoon
946,Southern,Andaman and Nicobar Islands,Neil Island,Bharatpur Beach,Beach,Unknown,4.8,4.4,0,No,,Nature,Yes,0.22,Anytime
947,Western,Gujarat,Gandhinagar,Akshardham,Temple,1992,3.2,4.7,500,Yes,Monday,Religious,No,0.33,Morning
948,Northern,Himachal Pradesh,Barot,Barot Valley,Valley,Unknown,4.8,4.2,10,No,,Nature,Yes,1.03,All 
949,Southern,Kerala,Kannur,St. Angelo Fort,Fort,1505,3.2,4.5,100,Yes,,Historical,Yes,0.56,Evening
950,Northern,Himachal Pradesh,dalhousie,Dalai Lama Temple,Temple,1959,0.6,4.2,500,Yes,,Religious,No,0.1,Evening
951,Northern,Delhi,Delhi,Waste to Wonder Park,Theme Park,2019,2.5,4.3,100,Yes,Monday,Environmental,Yes,0.69,Anytime
952,Southern,Kerala,Nelliyampathy,Seethargundu Viewpoint,Viewpoint,Unknown,2.5,4.3,10,No,,Nature,Yes,0.21,All 
953,Southern,Andhra Pradesh,Visakhapatnam,War Memorial,War Memorial,Unknown,0.9,4.6,500,Yes,,Historical,Yes,0.1,Anytime
954,Northern,Himachal Pradesh,Chamba,Chamera Lake,Lake,Unknown,4.2,4.4,50,No,,Recreational,Yes,0.1,Evening
955,Southern,Goa,Goa,Colva Beach,Beach,Unknown,5.4,4.3,100,Yes,,Scenic,Yes,0.22,Evening
956,Southern,Goa,Goa,Fort Aguada,Fort,1612,5.8,4.4,50,Yes,,Historical,Yes,0.92,Evening
957,Eastern,West Bengal,Cooch Behar,Cooch Behar Palace,Palace,1887,1.8,4.7,200,Yes,Friday,Historical,Yes,0.1,Afternoon
958,Central,Uttar Pradesh,Jhansi,Jhansi Fort,Fort,1613,4.2,4.2,200,Yes,,Historical,Yes,0.19,Anytime
959,Southern,Andhra Pradesh,Vizianagaram,Simhachalam Temple,Temple,198,1.4,4.5,100,Yes,,Religious,No,0.1,All 
960,Northern,Himachal Pradesh,Spiti Valley,Key Monastery,Monastery,1100,6.0,5.0,20,No,,Religious,Yes,0.1,Afternoon
961,Eastern,Sikkim,Gangtok,Baba Harbhajan Singh Temple,Temple,1967,4.3,4.6,100,Yes,,Religious,No,0.1,All 
962,Southern,Goa,Goa,Anjuna Beach,Beach,Unknown,5.3,4.5,200,Yes,,Scenic,Yes,0.1,Afternoon
963,Central,Chhattisgarh,Bastar,Chitrakote Falls,Waterfall,Unknown,2.8,4.6,200,No,,Nature,Yes,0.26,Anytime
964,Northern,Uttarakhand,Kedarnath,Kedarnath,Temple,Unknown,3.4,5.0,0,No,,Religious,No,1.97,All 
965,Central,Chhattisgarh,Bastar,Chitrakote Falls,Waterfall,Unknown,0.8,4.3,50,No,,Nature,Yes,0.1,All
966,Western,Gujarat,Rann of Kutch,Rann Utsav,Cultural,Unknown,3.5,5.0,0,Yes,,Cultural,Yes,0.32,Morning
967,Southern,Andaman and Nicobar Islands,Havelock Island,Radhanagar Beach,Beach,Unknown,5.6,4.5,50,No,,Nature,Yes,0.25,Evening
968,Northern,Uttarakhand,Rishikesh,Laxman Jhula,Suspension Bridge,1939,3.6,4.2,0,Yes,,Cultural,Yes,0.1,Night
969,Central,Madhya Pradesh,Khajuraho,Khajuraho Group of Monuments,Temples,-850,4.9,4.8,10,No,,Cultural,Yes,0.1,All 
970,Southern,Goa,Goa,Calangute Beach,Beach,Unknown,3.2,4.8,500,Yes,,Scenic,Yes,0.4,Anytime
971,Eastern,West Bengal,Kolkata,Eden Gardens,Cricket Ground,1864,1.8,4.2,0,Yes,,Sports,Yes,0.19,Night
972,Northern,Ladakh,Dras,Dras War Memorial,War Memorial,Unknown,4.9,4.5,0,No,,Historical,Yes,0.16,Anytime
973,Southern,Goa,Goa,Fort Aguada,Fort,1612,5.5,3.8,500,Yes,,Historical,Yes,0.8,Evening
974,Southern,Kerala,Kovalam,Kovalam Beach,Beach,Unknown,2.4,4.3,50,Yes,,Recreational,Yes,1.22,Anytime
975,Central,Uttar Pradesh,Fatehpur Sikri,Buland Darwaza,Monument,1571,0.6,4.1,0,Yes,,Historical,Yes,0.46,All
976,Eastern,Odisha,Puri,Jagannath Temple,Temple,12th century,0.9,4.8,10,Yes,,Religious,No,0.21,Anytime
977,Central,Uttar Pradesh,Allahabad,Triveni Sangam,Confluence,Unknown,5.3,4.3,20,Yes,,Religious,Yes,0.89,Evening
978,Central,Uttar Pradesh,Kanpur,Allen Forest Zoo,Zoo,1971,1.1,4.4,500,Yes,Monday,Wildlife,Yes,0.62,Night
979,Southern,Karnataka,Bangalore,Vidhana Soudha,Government Building,1956,2.5,4.6,100,Yes,,Architectural,No,0.9,Night
980,Northern,Uttarakhand,Badrinath,Badrinath Temple,Temple,-820,3.2,5.0,20,No,,Religious,No,0.33,All
981,Northern,Uttarakhand,Mussoorie,Kempty Falls,Waterfall,Unknown,1.9,4.1,50,Yes,,Nature,Yes,0.5,Evening
982,Western,Maharashtra,Matheran,Echo Point,Viewpoint,1828,2.4,4.2,20,Yes,,Nature,Yes,0.3,Night
983,Northern,Uttarakhand,Auli,Auli Ski Resort,Ski Resort,1990,3.6,4.5,10,No,,Adventure,Yes,0.14,Afternoon
984,Southern,Goa,Goa,Se Cathedral,Church,1640,5.9,4.5,200,Yes,,Historical,Yes,0.1,All
985,Northern,Rajasthan,Jaisalmer,Jaisalmer Fort,Fort,1156,3.7,4.3,200,No,,Historical,Yes,0.3,Morning
986,Western,Gujarat,Rann of Kutch,Rann Utsav,Cultural,Unknown,2.4,5.0,200,Yes,,Cultural,Yes,0.1,All 
987,Western,Maharastra,Aurangabad,Ajanta Caves,Cave,200,3.5,4.3,500,Yes,Monday,Historical,Yes,0.18,Evening
988,Western,Maharastra,Nashik,Sula Vineyards,Vineyard,1999,3.3,3.9,50,Yes,,Recreational,Yes,0.1,Night
989,Southern,Kerala,Kannur,St. Angelo Fort,Fort,1505,3.9,4.5,10,Yes,,Historical,Yes,0.12,Anytime
990,Southern,Telangana,Hyderabad,Qutb Shahi Tombs,Tombs,1600,6.0,4.3,100,Yes,,Historical,Yes,0.1,Night
991,Western,Maharastra,Kolhapur,Mahalakshmi Temple,Temple,700,5.4,5.0,20,Yes,,Religious,No,1.05,Evening
992,Southern,Andhra Pradesh,Visakhapatnam,Kailasagiri,Hill,Unknown,1.1,4.2,100,Yes,,Recreational,Yes,0.1,All
993,Central,Uttar Pradesh,Mathura,Nand Gaon,Village,Unknown,2.6,4.0,20,Yes,,Cultural,Yes,0.1,Morning
994,Northern,Rajasthan,Ajmer,Ajmer Sharif Dargah,Shrine,1236,1.8,4.3,20,Yes,,Religious,No,0.19,Afternoon
995,North Eastern,Assam,Guwahati,Kamakhya Temple,Temple,Unknown,0.7,4.4,50,Yes,,Religious,No,0.1,All 
996,Northern,Delhi,Delhi,Chandni Chowk,Market,1700,3.9,4.2,50,Yes,Sunday,Market,Yes,0.1,Night
997,Northern,Ladakh,Leh,Pangong Tso,Lake,Unknown,4.1,4.8,10,Yes,,Nature,Yes,0.1,Anytime
998,Central,Madhya Pradesh,Kanha,Kanha National Park,Wildlife Sanctuary,1955,4.3,4.2,50,No,,Wildlife,Yes,0.3,Morning
999,Southern,Andhra Pradesh,Guntur,Uppalapadu Bird Sanctuary,Bird Sanctuary,Unknown,2.1,4.6,20,Yes,,Wildlife,Yes,0.59,Anytime
1000,Southern,Karnataka,Gokarna,Om Beach,Beach,Unknown,1.5,4.5,20,No,,Nature,Yes,0.1,Evening
